Model,Silhouette,Calinski,DaviesBouldin,Embedding
KMeans,0.10830690226754204,445.54175742025575,2.061633620223077,Word2Vec
GMM,0.04433828814459953,271.5963988112201,2.649500252451832,Word2Vec
HDBSCAN,,,,Word2Vec
KMeans,0.17986857891082764,310.4694464107281,2.0947389719742597,Doc2Vec
GMM,-0.06478502601385117,91.35090290822214,6.024692725094717,Doc2Vec
HDBSCAN,,,,Doc2Vec
KMeans,0.07219632347382807,230.0915380622646,2.9591738150593785,TFIDF_PCA
GMM,0.01668364361290504,117.6186454826776,4.557716103557556,TFIDF_PCA
HDBSCAN,-0.07528341012930423,52.96533165038343,1.917487525829279,TFIDF_PCA
